distance_km,is_cross_border,type_encoded,capacity,load_factor,passengers_estimated,service_ratio,is_underserved,service_type_encoded,distance_category_encoded,operator_encoded,origin_country_encoded,destination_country_encoded,is_domestic,distance_per_capacity,passengers_per_km
135.54,0,0,500,0.6230579071903631,311,0.622,0,0,0,57,3,3,1,0.27108,2.29452560129851
37.03,0,0,500,0.5995722657961896,299,0.598,0,0,0,62,7,7,1,0.07406,8.074534161490684
36.23,0,0,500,0.5518687154163711,275,0.55,0,0,0,57,3,3,1,0.07246,7.590394700524428
14.15,0,0,500,0.6674825023649847,333,0.666,0,0,0,62,7,7,1,0.028300000000000002,23.53356890459364
93.62,0,0,500,0.5717598614318973,285,0.57,0,0,0,62,7,7,1,0.18724000000000002,3.0442213202307196
42.04,0,0,500,0.6547672099720654,327,0.654,0,0,0,62,7,7,1,0.08408,7.7783063748810655
28.05,0,0,500,0.6368275891958876,318,0.636,0,0,0,62,7,7,1,0.056100000000000004,11.336898395721924
53.72,0,0,500,0.6839571387719098,341,0.682,0,0,0,62,7,7,1,0.10744,6.347728965003723
96.16,0,0,500,0.6348977250255068,317,0.634,0,0,0,62,7,7,1,0.19232,3.2965890183028286
33.84,0,0,500,0.6335276106826454,316,0.632,0,0,0,62,7,7,1,0.06768,9.33806146572104
114.13,0,0,500,0.6865935352144148,343,0.686,0,0,0,62,7,7,1,0.22826,3.0053447822658375
116.54,0,0,500,0.6667529014542058,333,0.666,1,0,0,62,7,7,1,0.23308,2.857388021280247
39.15,0,0,500,0.6658077978591389,332,0.664,0,0,0,62,7,7,1,0.0783,8.480204342273309
437.52,0,1,400,0.6234633794904263,249,0.6225,0,1,1,64,7,7,1,1.0937999999999999,0.5691168403730116
45.27,0,0,500,0.5732213938396448,286,0.572,0,0,0,45,7,7,1,0.09054000000000001,6.317649657609896
60.3,0,0,500,0.6878394339993491,343,0.686,0,0,0,62,7,7,1,0.1206,5.688225538971808
47.01,0,0,500,0.6806234397006802,340,0.68,0,0,0,62,7,7,1,0.09401999999999999,7.23250372261221
278.61,0,0,500,0.5991658435711752,299,0.598,0,0,2,62,7,7,1,0.55722,1.073184738523384
18.01,0,0,500,0.6377959763162899,318,0.636,0,0,0,62,7,7,1,0.03602,17.656857301499166
19.13,0,0,500,0.6480346356186185,324,0.648,0,0,0,62,7,7,1,0.038259999999999995,16.93674856246733
18.33,0,0,500,0.6432751607799134,321,0.642,0,0,0,62,7,7,1,0.03666,17.51227495908347
40.95,0,0,500,0.6666929983284268,333,0.666,0,0,0,62,7,7,1,0.0819,8.131868131868131
23.18,0,0,500,0.7215683390915592,360,0.72,0,0,0,63,3,3,1,0.04636,15.530629853321829
111.42,0,0,500,0.7040883363836414,352,0.704,0,0,0,63,3,3,1,0.22284,3.159217375695566
23.24,0,0,500,0.5843890403284298,292,0.584,0,0,0,62,7,7,1,0.046479999999999994,12.564543889845096
111.37,0,1,400,0.6311034995153024,252,0.63,0,1,0,64,7,7,1,0.27842500000000003,2.262727844123193
10.19,0,0,500,0.7164466659767705,358,0.716,1,0,0,62,7,7,1,0.02038,35.1324828263003
12.46,0,0,500,0.6693404260344602,334,0.668,0,0,0,62,7,7,1,0.02492,26.805778491171747
12.63,0,0,500,0.7045490212592984,352,0.704,0,0,0,62,7,7,1,0.02526,27.8701504354711
133.61,0,0,500,0.7506135222850383,375,0.75,0,0,0,62,7,7,1,0.26722,2.806676146994985
13.68,0,0,500,0.7011854773053491,350,0.7,0,0,0,62,7,7,1,0.02736,25.584795321637426
14.98,0,0,500,0.6624654297820864,331,0.662,0,0,0,62,7,7,1,0.02996,22.096128170894524
79.14,0,0,500,0.7022544237042377,351,0.702,0,0,0,62,7,7,1,0.15828,4.435178165276724
37.02,0,0,500,0.6572443916548446,328,0.656,0,0,0,62,7,7,1,0.07404000000000001,8.860075634792004
11.91,0,0,500,0.6511951521642478,325,0.65,0,0,0,62,7,7,1,0.02382,27.2879932829555
639.86,0,0,500,0.7324292882143134,366,0.732,0,0,1,18,5,5,1,1.27972,0.5720001250273498
56.45,0,0,500,0.7281706679416055,364,0.728,0,0,0,62,7,7,1,0.1129,6.448184233835252
56.38,0,0,500,0.6090785667029,304,0.608,0,0,0,62,7,7,1,0.11276,5.391982972685349
10.59,0,0,500,0.7266183862339058,363,0.726,0,0,0,62,7,7,1,0.02118,34.27762039660057
31.27,0,0,500,0.6749932061870186,337,0.674,0,0,0,62,7,7,1,0.06254,10.777102654301247
114.08,0,0,500,0.5800346912599029,290,0.58,0,0,0,62,7,7,1,0.22816,2.5420757363253856
125.96,0,0,500,0.6683824646495711,334,0.668,0,0,0,57,3,3,1,0.25192,2.651635439822166
15.36,0,0,500,0.5449986746174188,272,0.544,0,0,0,57,3,3,1,0.030719999999999997,17.708333333333336
61.01,0,0,500,0.6812754008415518,340,0.68,0,0,0,57,3,3,1,0.12201999999999999,5.572856908703492
169.41,0,0,500,0.6942615741494496,347,0.694,0,0,2,57,3,3,1,0.33882,2.048285225193318
155.76,0,0,500,0.6203822022173974,310,0.62,0,0,2,57,3,3,1,0.31151999999999996,1.9902413970210582
383.98,0,0,500,0.6561773847977791,328,0.656,0,0,2,18,5,5,1,0.7679600000000001,0.854211156831085
21.79,0,0,500,0.7477078716875143,373,0.746,1,0,0,62,7,7,1,0.04358,17.117944011014227
105.88,0,0,500,0.6247126647869032,312,0.624,0,0,0,62,7,7,1,0.21176,2.9467321496033247
45.89,0,0,500,0.59705462064717,298,0.596,0,0,0,62,7,7,1,0.09178,6.493789496622358
62.53,0,0,500,0.72408317012313,362,0.724,1,0,0,62,7,7,1,0.12506,5.789221173836558
62.53,0,0,500,0.7481293595265398,374,0.748,0,0,0,63,3,3,1,0.12506,5.981129058052135
26.26,0,0,500,0.6501847835923924,325,0.65,0,0,0,62,7,7,1,0.052520000000000004,12.376237623762375
195.49,0,0,500,0.7005731517704178,350,0.7,0,0,2,63,3,3,1,0.39098,1.7903729091002096
113.98,0,0,500,0.7170737957765441,358,0.716,1,0,0,62,7,7,1,0.22796,3.1409019126162483
90.98,0,0,500,0.6128757883730809,306,0.612,0,0,0,62,7,7,1,0.18196,3.3633765662783026
46.42,0,0,500,0.6257347082316066,312,0.624,0,0,0,62,7,7,1,0.09284,6.721240844463593
702.57,0,0,500,0.8115437256577367,405,0.81,0,0,1,62,7,7,1,1.40514,0.5764550151586318
54.48,0,0,500,0.7342507139354255,367,0.734,0,0,0,62,7,7,1,0.10895999999999999,6.736417033773862
688.41,0,1,400,0.7281440430087177,291,0.7275,0,1,1,64,7,7,1,1.721025,0.4227132086983048
101.21,0,1,400,0.5560092823248972,222,0.555,0,1,0,64,7,7,1,0.253025,2.193459144353325
285.67,0,1,400,0.6993530555849721,279,0.6975,1,1,2,64,7,7,1,0.714175,0.9766513809640494
21.68,0,0,500,0.6234514551094018,311,0.622,0,0,0,62,7,7,1,0.04336,14.345018450184503
73.69,0,0,500,0.6332431109414274,316,0.632,0,0,0,9,5,5,1,0.14737999999999998,4.288234495861039
27.44,0,0,500,0.6671168917244811,333,0.666,0,0,0,62,7,7,1,0.054880000000000005,12.135568513119534
37.15,0,0,500,0.7277080210357387,363,0.726,0,0,0,94,3,3,1,0.07429999999999999,9.771197846567969
45.28,0,0,500,0.6926987988276112,346,0.692,1,0,0,57,3,3,1,0.09056,7.641342756183746
39.27,0,0,500,0.6707432750180955,335,0.67,0,0,0,68,3,3,1,0.07854000000000001,8.530685001273236
20.66,0,0,500,0.6731644265059054,336,0.672,0,0,0,94,3,3,1,0.04132,16.263310745401743
90.12,0,0,500,0.6521757334321733,326,0.652,0,0,0,68,3,3,1,0.18024,3.61739902352419
11.07,0,0,500,0.6779069757259253,338,0.676,1,0,0,94,3,3,1,0.02214,30.532971996386628
20.93,0,0,500,0.5235219961152848,261,0.522,0,0,0,57,3,3,1,0.04186,12.47013855709508
25.07,0,0,500,0.6351696270465101,317,0.634,0,0,0,6,3,3,1,0.050140000000000004,12.644595133625847
17.08,0,0,500,0.662066096745839,331,0.662,0,0,0,94,3,3,1,0.034159999999999996,19.379391100702577
17.47,0,0,500,0.5924492958190246,296,0.592,0,0,0,6,3,3,1,0.03494,16.943331425300517
30.61,0,0,500,0.6693161658905781,334,0.668,1,0,0,6,3,3,1,0.06122,10.911466840901666
20.71,0,0,500,0.6397764389506939,319,0.638,0,0,0,57,3,3,1,0.04142,15.40318686624819
40.4,0,0,500,0.7377737849157745,368,0.736,0,0,0,57,3,3,1,0.0808,9.10891089108911
65.8,0,0,500,0.7286509862607429,364,0.728,0,0,0,62,7,7,1,0.1316,5.531914893617022
122.86,0,0,500,0.6267097215440919,313,0.626,0,0,0,62,7,7,1,0.24572,2.5476151717401923
82.45,0,0,500,0.6424581144216652,321,0.642,0,0,0,62,7,7,1,0.16490000000000002,3.8932686476652516
69.44,0,0,500,0.6463026217195804,323,0.646,0,0,0,62,7,7,1,0.13888,4.651497695852535
92.75,0,0,500,0.6274170261920189,313,0.626,0,0,0,62,7,7,1,0.1855,3.3746630727762805
60.32,0,0,500,0.6597512492014064,329,0.658,0,0,0,62,7,7,1,0.12064,5.454244031830239
276.41,0,0,500,0.6120858965556205,306,0.612,0,0,2,62,7,7,1,0.5528200000000001,1.107051119713469
153.83,0,0,500,0.5934692332531237,296,0.592,0,0,2,62,7,7,1,0.30766000000000004,1.9242020412143273
251.89,0,0,500,0.6811355611950134,340,0.68,0,0,2,62,7,7,1,0.50378,1.3497955456746993
251.88,0,0,500,0.6814764792110906,340,0.68,0,0,2,62,7,7,1,0.50376,1.3498491345084962
147.12,0,0,500,0.6097842120170004,304,0.608,0,0,0,62,7,7,1,0.29424,2.0663404023926044
340.51,0,0,500,0.69476777153813,347,0.694,0,0,2,45,7,7,1,0.68102,1.0190596458253796
515.98,0,0,500,0.7184211135417334,359,0.718,0,0,1,62,7,7,1,1.03196,0.6957634016822357
189.17,0,0,500,0.662658261901899,331,0.662,0,0,2,62,7,7,1,0.37833999999999995,1.749748903103029
297.1,0,0,500,0.6910172006306228,345,0.69,0,0,2,62,7,7,1,0.5942000000000001,1.161225176708179
95.58,0,0,500,0.6483193717648144,324,0.648,1,0,0,62,7,7,1,0.19116,3.389830508474576
389.92,0,0,500,0.6727370456070567,336,0.672,0,0,2,63,3,3,1,0.77984,0.8617152236356175
389.9,0,1,400,0.5741785178056213,229,0.5725,0,1,2,64,7,7,1,0.9747499999999999,0.5873300846370865
390.84,0,1,400,0.5901766708285952,236,0.59,0,1,2,29,11,11,1,0.9771,0.6038276532596459
390.79,0,0,500,0.639707028455983,319,0.638,0,0,2,62,7,7,1,0.78158,0.8162951969088257
559.99,0,0,500,0.7126710826729881,356,0.712,0,0,1,62,7,7,1,1.11998,0.6357256379578207
68.97,0,0,500,0.6411612918442109,320,0.64,0,0,0,62,7,7,1,0.13794,4.639698419602726
143.55,0,0,500,0.5725690850568127,286,0.572,0,0,0,63,3,3,1,0.2871,1.9923371647509578
381.87,0,0,500,0.6254423126428947,312,0.624,0,0,2,63,3,3,1,0.76374,0.8170319742320685
304.76,0,0,500,0.6357562253315164,317,0.634,0,0,2,62,7,7,1,0.60952,1.0401627510171938
359.96,0,0,500,0.637191012375231,318,0.636,0,0,2,62,7,7,1,0.71992,0.8834314923880432
366.33,0,0,500,0.637925127706461,318,0.636,0,0,2,62,7,7,1,0.73266,0.8680697731553517
92.65,0,0,500,0.6469117900069936,323,0.646,0,0,0,63,3,3,1,0.18530000000000002,3.4862385321100917
92.61,0,0,500,0.6739720759043032,336,0.672,0,0,0,62,7,7,1,0.18522,3.6281179138321997
18.25,0,0,500,0.6937258537066262,346,0.692,0,0,0,62,7,7,1,0.0365,18.958904109589042
18.29,0,0,500,0.6175117386575867,308,0.616,0,0,0,62,7,7,1,0.03658,16.839803171131766
18.2,0,0,500,0.5898399572305428,294,0.588,1,0,0,62,7,7,1,0.0364,16.153846153846153
25.59,0,0,500,0.5978977793878448,298,0.596,0,0,0,62,7,7,1,0.051179999999999996,11.645173896053146
390.76,0,1,400,0.5756398539402536,230,0.575,0,1,2,29,11,11,1,0.9769,0.588596581021599
61.61,0,0,500,0.6324039341091746,316,0.632,0,0,0,62,7,7,1,0.12322,5.129037493913326
379.69,0,0,500,0.6115001966901271,305,0.61,0,0,2,62,7,7,1,0.7593799999999999,0.80328689193816
249.83,0,0,500,0.5851941667875054,292,0.584,0,0,2,62,7,7,1,0.49966000000000005,1.1687947804507064
145.9,0,0,500,0.6271939586262906,313,0.626,0,0,0,62,7,7,1,0.2918,2.145305003427005
342.54,0,0,500,0.6590713310056986,329,0.658,1,0,2,45,7,7,1,0.68508,0.9604717697203246
514.01,0,0,500,0.7797514732917782,389,0.778,0,0,1,62,7,7,1,1.02802,0.7567946148907609
188.38,0,1,400,0.5721288473445839,228,0.57,0,1,2,64,7,7,1,0.47095,1.2103195668329971
85.53,0,0,500,0.6293501088928283,314,0.628,0,0,0,62,7,7,1,0.17106,3.6712264702443584
95.14,0,0,500,0.6036650845576345,301,0.602,0,0,0,62,7,7,1,0.19028,3.1637586714315744
389.88,0,0,500,0.6484280414812612,324,0.648,0,0,2,63,3,3,1,0.77976,0.8310249307479225
389.89,0,1,400,0.5575785682904593,223,0.5575,0,1,2,64,7,7,1,0.974725,0.5719561927723205
390.75,0,0,500,0.6786563906620601,339,0.678,0,0,2,63,3,3,1,0.7815,0.8675623800383877
390.78,0,1,400,0.5107066754032944,204,0.51,0,1,2,64,7,7,1,0.97695,0.5220328573621987
558.41,0,0,500,0.7320185163773769,366,0.732,0,0,1,62,7,7,1,1.11682,0.6554323883884601
67.3,0,0,500,0.6650553669595871,332,0.664,0,0,0,62,7,7,1,0.1346,4.933135215453195
58.86,0,0,500,0.6591917258161253,329,0.658,0,0,0,63,3,3,1,0.11772,5.5895344886170575
384.41,0,1,400,0.7346516831990249,293,0.7325,0,1,2,64,7,7,1,0.961025,0.7622070185479045
364.79,0,0,500,0.6674900012283954,333,0.666,0,0,2,62,7,7,1,0.72958,0.9128539707777077
91.41,0,0,500,0.5997972701578995,299,0.598,0,0,0,63,3,3,1,0.18281999999999998,3.2709769171863035
91.38,0,0,500,0.6452267876455464,322,0.644,0,0,0,62,7,7,1,0.18275999999999998,3.5237469905887506
394.91,0,0,500,0.5611876833266775,280,0.56,0,0,2,62,7,7,1,0.7898200000000001,0.7090223088805043
25.55,0,0,500,0.645970012535162,322,0.644,0,0,0,62,7,7,1,0.0511,12.602739726027396
32.48,0,0,500,0.6083471971499621,304,0.608,0,0,0,62,7,7,1,0.06495999999999999,9.35960591133005
32.56,0,0,500,0.6957695137780081,347,0.694,0,0,0,63,3,3,1,0.06512000000000001,10.657248157248157
27.47,0,0,500,0.6225229862702233,311,0.622,0,0,0,62,7,7,1,0.054939999999999996,11.321441572624682
30.4,0,0,500,0.6441617042102377,322,0.644,0,0,0,62,7,7,1,0.0608,10.592105263157896
22.21,0,0,500,0.6182221079297798,309,0.618,0,0,0,62,7,7,1,0.04442,13.912651958577216
336.25,0,0,500,0.7369425675926666,368,0.736,0,0,2,63,3,3,1,0.6725,1.0944237918215614
336.3,0,0,500,0.6339378616941045,316,0.632,0,0,2,62,7,7,1,0.6726,0.9396372286648825
337.13,0,0,500,0.7416278521739601,370,0.74,0,0,2,63,3,3,1,0.67426,1.0974994809124077
337.21,0,0,500,0.6907075881059134,345,0.69,0,0,2,62,7,7,1,0.6744199999999999,1.0231013315144866
214.59,0,1,400,0.6241033363667693,249,0.6225,0,1,2,64,7,7,1,0.536475,1.1603522997343771
153.02,0,0,500,0.668436657365876,334,0.668,0,0,2,63,3,3,1,0.30604000000000003,2.1827212129133446
152.93,0,0,500,0.6696898649108126,334,0.668,0,0,2,62,7,7,1,0.30586,2.184005754266658
150.91,0,0,500,0.5536163710327195,276,0.552,1,0,2,18,5,5,1,0.30182,1.82890464515274
110.06,0,0,500,0.6360558302924622,318,0.636,0,0,0,62,7,7,1,0.22012,2.8893330910412502
317.8,0,1,400,0.642257898559216,256,0.64,0,1,2,64,7,7,1,0.7945,0.8055380742605411
65.19,0,0,500,0.6475551408262947,323,0.646,0,0,0,62,7,7,1,0.13038,4.954747660684154
33.97,0,0,500,0.5797405076598212,289,0.578,0,0,0,57,3,3,1,0.06794,8.507506623491317
31.55,0,0,500,0.6473797774711265,323,0.646,0,0,0,57,3,3,1,0.0631,10.23771790808241
274.46,0,0,500,0.7352052758127746,367,0.734,1,0,2,18,5,5,1,0.54892,1.3371711724841508
41.92,0,0,500,0.712344585776736,356,0.712,0,0,0,62,7,7,1,0.08384,8.492366412213741
345.52,0,1,400,0.5968997995316984,238,0.595,0,1,2,96,0,0,1,0.8637999999999999,0.6888168557536467
70.05,0,0,500,0.6975724638529044,348,0.696,0,0,0,62,7,7,1,0.1401,4.967880085653105
650.55,0,0,500,0.7316746489815974,365,0.73,0,0,1,62,7,7,1,1.3011,0.5610637153178081
651.25,0,1,400,0.614806420658664,245,0.6125,0,1,1,29,11,11,1,1.628125,0.3761996161228407
612.86,0,0,500,0.7037767005935223,351,0.702,0,0,1,62,7,7,1,1.22572,0.5727246026825049
612.28,0,0,500,0.8281444384254099,414,0.828,0,0,1,62,7,7,1,1.2245599999999999,0.6761612334226171
359.77,0,1,400,0.5863003459085347,234,0.585,0,1,2,64,7,7,1,0.8994249999999999,0.6504155432637518
669.31,0,1,400,0.687830801031249,275,0.6875,0,1,1,64,7,7,1,1.6732749999999998,0.41087089689381606
686.54,0,0,500,0.735008090186256,367,0.734,0,0,1,62,7,7,1,1.3730799999999999,0.534564628426603
682.98,0,0,500,0.8452068294786503,422,0.844,0,0,1,62,7,7,1,1.36596,0.6178804650209376
648.58,0,0,500,0.8312979457681031,415,0.83,0,0,1,62,7,7,1,1.29716,0.6398593851182584
648.44,0,0,500,0.8609390116724067,430,0.86,0,0,1,63,3,3,1,1.29688,0.663129973474801
43.61,0,0,500,0.6420477394799975,321,0.642,0,0,0,62,7,7,1,0.08721999999999999,7.360697087823894
125.63,0,0,500,0.6647812244373548,332,0.664,0,0,0,62,7,7,1,0.25126,2.642680888322853
602.15,0,0,500,0.6741678725289604,337,0.674,0,0,1,62,7,7,1,1.2043,0.5596612139832268
694.56,0,0,500,0.8238467213059137,411,0.822,0,0,1,62,7,7,1,1.38912,0.5917415342087077
192.74,0,1,400,0.5416110224366032,216,0.54,1,1,2,64,7,7,1,0.48185,1.1206807097644496
658.34,0,1,400,0.7108387781881315,284,0.71,1,1,1,64,7,7,1,1.64585,0.43138803657684477
659.4,0,0,500,0.6951348736183578,347,0.694,0,0,1,62,7,7,1,1.3188,0.5262359720958447
43.62,0,0,500,0.6205566586630652,310,0.62,0,0,0,62,7,7,1,0.08724,7.106831728564879
764.23,0,0,500,0.7081368784475149,354,0.708,0,0,1,62,7,7,1,1.52846,0.46321133690119465
758.09,0,0,500,0.7196062369662091,359,0.718,0,0,1,62,7,7,1,1.51618,0.47355854845730716
108.67,0,1,400,0.5730438648425511,229,0.5725,0,1,0,64,7,7,1,0.271675,2.107297322168032
614.84,0,0,500,0.7225865602537461,361,0.722,0,0,1,62,7,7,1,1.22968,0.5871446229913473
48.53,0,0,500,0.6916666955890154,345,0.69,0,0,0,62,7,7,1,0.09706000000000001,7.109004739336493
318.77,0,0,500,0.594756860346874,297,0.594,0,0,2,62,7,7,1,0.63754,0.9317062458826113
841.2,0,0,500,0.7610270713506934,380,0.76,0,0,3,62,7,7,1,1.6824000000000001,0.45173561578697097
184.72,0,0,500,0.710897957615278,355,0.71,0,0,2,63,3,3,1,0.36944,1.921827631009095
184.87,0,1,400,0.5743401817743302,229,0.5725,0,1,2,64,7,7,1,0.462175,1.2387082814951047
141.08,0,0,500,0.6141040554626199,307,0.614,0,0,0,62,7,7,1,0.28216,2.176070314715055
658.26,0,1,400,0.6884737687409874,275,0.6875,0,1,1,29,11,11,1,1.64565,0.41776805517576643
70.05,0,0,500,0.7089862604180355,354,0.708,0,0,0,62,7,7,1,0.1401,5.053533190578158
47.18,0,0,500,0.6597053815476679,329,0.658,0,0,0,62,7,7,1,0.09436,6.973293768545994
13.93,0,0,500,0.6234392852696201,311,0.622,1,0,0,45,7,7,1,0.02786,22.325915290739413
20.99,0,0,500,0.674193832559402,337,0.674,0,0,0,62,7,7,1,0.041979999999999996,16.055264411624584
107.1,0,0,500,0.5948853925081788,297,0.594,0,0,0,62,7,7,1,0.2142,2.7731092436974794
105.14,0,0,500,0.6840679755221474,342,0.684,0,0,0,62,7,7,1,0.21028,3.252805782765836
16.86,0,0,500,0.6704303653850884,335,0.67,0,0,0,62,7,7,1,0.03372,19.869513641755635
17.68,0,0,500,0.6346095764430558,317,0.634,0,0,0,62,7,7,1,0.03536,17.929864253393667
117.28,0,0,500,0.6080707100776385,304,0.608,0,0,0,62,7,7,1,0.23456,2.592087312414734
193.62,0,0,500,0.6056659538858271,302,0.604,1,0,2,62,7,7,1,0.38724000000000003,1.559756223530627
33.46,0,0,500,0.6767408668172955,338,0.676,0,0,0,62,7,7,1,0.06692000000000001,10.101613867304243
21.47,0,0,500,0.7114490251244531,355,0.71,0,0,0,62,7,7,1,0.04294,16.534699580810432
63.8,0,0,500,0.6181346126485603,309,0.618,0,0,0,62,7,7,1,0.1276,4.843260188087775
75.29,0,0,500,0.6729193351775742,336,0.672,0,0,0,62,7,7,1,0.15058000000000002,4.46274405631558
21.01,0,0,500,0.5456486490698966,272,0.544,0,0,0,57,3,3,1,0.04202,12.946216087577342
16.02,0,0,500,0.62076911346714,310,0.62,0,0,0,57,3,3,1,0.03204,19.350811485642947
10.9,0,0,500,0.6484470533564549,324,0.648,0,0,0,57,3,3,1,0.0218,29.724770642201833
103.12,0,1,400,0.5545158291509082,221,0.5525,0,1,0,64,7,7,1,0.25780000000000003,2.143134212567882
45.74,0,0,500,0.6031746812605202,301,0.602,0,0,0,57,3,3,1,0.09148,6.580673371228683
38.71,0,0,500,0.6166110221765557,308,0.616,0,0,0,57,3,3,1,0.07742,7.956600361663653
12.7,0,0,500,0.6646096364163186,332,0.664,1,0,0,57,3,3,1,0.0254,26.141732283464567
171.11,0,0,500,0.6406335490796813,320,0.64,0,0,2,57,3,3,1,0.34222,1.8701420139091811
55.44,0,0,500,0.5380884383337514,269,0.538,0,0,0,20,3,3,1,0.11087999999999999,4.8520923520923525
20.14,0,0,500,0.5439649923682467,271,0.542,0,0,0,67,7,7,1,0.04028,13.455809334657397
33.1,0,0,500,0.6196567411071412,309,0.618,0,0,0,62,7,7,1,0.06620000000000001,9.335347432024168
636.9,0,0,500,0.7728843293026776,386,0.772,0,0,1,63,3,3,1,1.2738,0.6060606060606061
46.66,0,0,500,0.5126247578637383,256,0.512,0,0,0,63,3,3,1,0.09331999999999999,5.486498071153022
279.77,0,0,500,0.6250134911924184,312,0.624,0,0,2,63,3,3,1,0.5595399999999999,1.1152017728848698
19.05,0,0,500,0.623687607174129,311,0.622,0,0,0,63,3,3,1,0.0381,16.325459317585302
125.42,0,0,500,0.7194168889104224,359,0.718,0,0,0,63,3,3,1,0.25084,2.8623823951522884
76.03,0,0,500,0.6307489094143568,315,0.63,0,0,0,63,3,3,1,0.15206,4.143101407339208
64.8,0,0,500,0.6691494492370464,334,0.668,1,0,0,63,3,3,1,0.1296,5.154320987654321
128.01,0,0,500,0.6570628570043732,328,0.656,0,0,0,63,3,3,1,0.25601999999999997,2.5622998203265372
24.96,0,0,500,0.54347167600964,271,0.542,0,0,0,63,3,3,1,0.04992,10.857371794871794
58.42,0,0,500,0.6884103608315869,344,0.688,0,0,0,63,3,3,1,0.11684,5.888394385484423
636.88,0,1,400,0.7107698252728144,284,0.71,1,1,1,64,7,7,1,1.5922,0.4459238789096847
46.66,0,0,500,0.6754134319837295,337,0.674,0,0,0,62,7,7,1,0.09331999999999999,7.222460351478783
279.78,0,0,500,0.8463118853218163,423,0.846,0,0,2,62,7,7,1,0.55956,1.5119022088784047
19.11,0,0,500,0.5457943530250706,272,0.544,0,0,0,62,7,7,1,0.03822,14.23338566195709
125.45,0,0,500,0.7362348324880554,368,0.736,0,0,0,62,7,7,1,0.2509,2.933439617377441
76.16,0,0,500,0.6356276240299823,317,0.634,0,0,0,62,7,7,1,0.15231999999999998,4.162289915966387
60.95,0,0,500,0.6643664452201505,332,0.664,0,0,0,62,7,7,1,0.12190000000000001,5.447087776866284
64.9,0,0,500,0.6477243877349379,323,0.646,0,0,0,62,7,7,1,0.1298,4.9768875192604005
127.97,0,0,500,0.6287881833300979,314,0.628,0,0,0,62,7,7,1,0.25594,2.4537000859576463
27.19,0,0,500,0.6215083535880621,310,0.62,0,0,0,62,7,7,1,0.054380000000000005,11.40125045972784
79.76,0,0,500,0.6664754367786505,333,0.666,0,0,0,62,7,7,1,0.15952000000000002,4.175025075225677
58.34,0,0,500,0.5741413151664161,287,0.574,0,0,0,62,7,7,1,0.11668,4.919437778539595
119.98,0,0,500,0.6875289583760883,343,0.686,0,0,0,62,7,7,1,0.23996,2.8588098016336057
12.1,0,0,500,0.6291902797557374,314,0.628,0,0,0,62,7,7,1,0.0242,25.950413223140497
345.08,0,0,500,0.5934965330479821,296,0.592,0,0,2,96,5,5,1,0.69016,0.8577721108148836
345.74,0,0,500,0.6274993571002093,313,0.626,0,0,2,96,5,5,1,0.69148,0.9053045641233296
193.38,0,1,400,0.6628574608431286,265,0.6625,0,1,2,29,11,11,1,0.48345,1.3703588788913021
636.9,0,1,400,0.6732332456491888,269,0.6725,0,1,1,29,11,11,1,1.59225,0.4223582980059664
635.98,0,1,400,0.717922680910481,287,0.7175,0,1,1,64,7,7,1,1.58995,0.4512720525802698
48.86,0,0,500,0.6134521862142264,306,0.612,0,0,0,62,7,7,1,0.09772,6.262791649611134
619.1,0,0,500,0.787896092496181,393,0.786,0,0,1,63,3,3,1,1.2382,0.6347924406396381
619.15,0,1,400,0.7342753869395101,293,0.7325,0,1,1,64,7,7,1,1.547875,0.47322942744084634
44.17,0,0,500,0.7424304416648206,371,0.742,1,0,0,62,7,7,1,0.08834,8.399366085578446
43.56,0,0,500,0.6412218027250393,320,0.64,0,0,0,62,7,7,1,0.08712,7.3461891643709825
17.58,0,0,500,0.6834327402378954,341,0.682,1,0,0,62,7,7,1,0.03516,19.39704209328783
519.83,0,0,500,0.7549033769769472,377,0.754,0,0,1,84,11,11,1,1.03966,0.7252370967431659
519.82,0,0,500,0.8147935890931507,407,0.814,0,0,1,62,7,7,1,1.0396400000000001,0.7829633334615828
877.62,0,0,500,0.7140583806195635,357,0.714,0,0,3,62,7,7,1,1.75524,0.4067819785328502
713.04,0,0,500,0.787250265643864,393,0.786,0,0,1,62,7,7,1,1.42608,0.5511612251767082
23.23,0,0,500,0.640265135194166,320,0.64,1,0,0,62,7,7,1,0.04646,13.775290572535514
35.69,0,0,500,0.6467905911445752,323,0.646,0,0,0,62,7,7,1,0.07138,9.05015410479126
18.0,0,0,500,0.6545876242224187,327,0.654,0,0,0,62,7,7,1,0.036,18.166666666666668
57.3,0,0,500,0.6626120198213339,331,0.662,0,0,0,62,7,7,1,0.1146,5.776614310645725
57.08,0,0,500,0.6441885478439021,322,0.644,0,0,0,62,7,7,1,0.11416,5.6412053258584445
20.15,0,0,500,0.6607356591585264,330,0.66,0,0,0,62,7,7,1,0.040299999999999996,16.377171215880896
26.46,0,0,500,0.7289059028781093,364,0.728,0,0,0,62,7,7,1,0.05292,13.756613756613756
13.23,0,0,500,0.6992724842807609,349,0.698,0,0,0,67,7,7,1,0.02646,26.37944066515495
16.44,0,0,500,0.6934577296248449,346,0.692,1,0,0,67,7,7,1,0.03288,21.046228710462284
80.1,0,0,500,0.6272230236988064,313,0.626,0,0,0,62,7,7,1,0.16019999999999998,3.9076154806491887
36.32,0,0,500,0.6055379585885838,302,0.604,0,0,0,62,7,7,1,0.07264,8.314977973568283
